Location,Poverty Level,TimeFrame,DataFormat,Data
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2010,Number,66
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2011,Percent,0.0453
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2011,Percent,0.2377
CLEAR CREEK RE-1,Eligible for Free Lunch,2011,Percent,0.1923
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2010,Percent,0.067
CLEAR CREEK RE-1,Eligible for Free Lunch,2010,Percent,0.185
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2010,Percent,0.252
CLEAR CREEK RE-1,Eligible for Free Lunch,2009,Number,168
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2009,Number,61
CLEAR CREEK RE-1,Eligible for Free Lunch,2010,Number,183
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2010,Number,249
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2009,Number,229
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2009,Percent,0.0626
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2009,Percent,0.2351
CLEAR CREEK RE-1,Eligible for Free Lunch,2009,Percent,0.1725
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2013,Percent,0.04516
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2013,Percent,0.27957
CLEAR CREEK RE-1,Eligible for Free Lunch,2013,Percent,0.23441
CLEAR CREEK RE-1,Eligible for Free Lunch,2013,Number,218
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2013,Number,260
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2013,Number,42
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2008,Number,69
CLEAR CREEK RE-1,Eligible for Free Lunch,2008,Number,139
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2008,Number,208
CLEAR CREEK RE-1,Eligible for Free Lunch,2008,Percent,0.1398
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2008,Percent,0.0694
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2007,Percent,0.16
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2008,Percent,0.2093
CLEAR CREEK RE-1,Eligible for Free Lunch,2007,Percent,0.1
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2007,Percent,0.05
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2007,Number,57
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2007,Number,164
CLEAR CREEK RE-1,Eligible for Free Lunch,2007,Number,107
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2006,Number,180
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2006,Number,65
CLEAR CREEK RE-1,Eligible for Free Lunch,2006,Number,115
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2006,Percent,0.0613
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2006,Percent,0.1698
CLEAR CREEK RE-1,Eligible for Free Lunch,2006,Percent,0.1085
CLEAR CREEK RE-1,Eligible for Free Lunch,2005,Percent,0.1385
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2005,Percent,0.0669
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2005,Percent,0.2054
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2005,Number,221
CLEAR CREEK RE-1,Eligible for Free Lunch,2005,Number,149
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2005,Number,72
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2004,Number,78
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2004,Number,254
CLEAR CREEK RE-1,Eligible for Free Lunch,2004,Number,176
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2004,Percent,0.0676
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2004,Percent,0.2201
CLEAR CREEK RE-1,Eligible for Free Lunch,2004,Percent,0.1525
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2003,Percent,0.07
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2003,Percent,0.21
CLEAR CREEK RE-1,Eligible for Free Lunch,2003,Percent,0.15
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2003,Number,258
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2002,Number,62
CLEAR CREEK RE-1,Eligible for Free Lunch,2003,Number,177
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2003,Number,81
CLEAR CREEK RE-1,Eligible for Free Lunch,2002,Number,177
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2002,Number,239
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2002,Percent,0.0502
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2002,Percent,0.19352
CLEAR CREEK RE-1,Eligible for Free Lunch,2002,Percent,0.14332
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2001,Percent,0.08405
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2001,Percent,0.19533
CLEAR CREEK RE-1,Eligible for Free Lunch,2001,Percent,0.11128
CLEAR CREEK RE-1,Eligible for Free Lunch,2001,Number,143
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2001,Number,251
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2001,Number,108
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2000,Number,123
CLEAR CREEK RE-1,Eligible for Free Lunch,2000,Number,134
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2000,Number,257
CLEAR CREEK RE-1,Eligible for Free or Reduced Lunch,2000,Percent,0.19
CLEAR CREEK RE-1,Eligible for Free Lunch,2000,Percent,0.1
CLEAR CREEK RE-1,Eligible for Reduced Price Lunch,2000,Percent,0.09
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2000,Percent,0.3
COLORADO SPRINGS 11,Eligible for Free Lunch,2000,Percent,0.21
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2000,Percent,0.09
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2000,Number,3069
COLORADO SPRINGS 11,Eligible for Free Lunch,2000,Number,6827
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2000,Number,9896
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2001,Number,3110
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2001,Number,10394
COLORADO SPRINGS 11,Eligible for Free Lunch,2001,Number,7284
COLORADO SPRINGS 11,Eligible for Free Lunch,2001,Percent,0.22202
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2001,Percent,0.31681
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2001,Percent,0.09479
COLORADO SPRINGS 11,Eligible for Free Lunch,2002,Percent,0.23974
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2002,Percent,0.33104
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2002,Percent,0.09129
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2002,Number,10715
COLORADO SPRINGS 11,Eligible for Free Lunch,2002,Number,7760
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2003,Number,2860
COLORADO SPRINGS 11,Eligible for Free Lunch,2003,Number,8217
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2002,Number,2955
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2003,Number,11077
COLORADO SPRINGS 11,Eligible for Free Lunch,2003,Percent,0.26
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2003,Percent,0.35
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2003,Percent,0.09
COLORADO SPRINGS 11,Eligible for Free Lunch,2004,Percent,0.3014
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2004,Percent,0.3951
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2004,Percent,0.0937
COLORADO SPRINGS 11,Eligible for Free Lunch,2004,Number,9471
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2004,Number,12415
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2004,Number,2944
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2005,Number,2434
COLORADO SPRINGS 11,Eligible for Free Lunch,2005,Number,9822
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2005,Number,12256
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2005,Percent,0.3959
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2005,Percent,0.0786
COLORADO SPRINGS 11,Eligible for Free Lunch,2005,Percent,0.3173
COLORADO SPRINGS 11,Eligible for Free Lunch,2006,Percent,0.345
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2006,Percent,0.4245
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2006,Percent,0.0795
COLORADO SPRINGS 11,Eligible for Free Lunch,2006,Number,10359
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2006,Number,2387
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2006,Number,12746
COLORADO SPRINGS 11,Eligible for Free Lunch,2007,Number,10599
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2007,Number,13122
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2007,Number,2523
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2007,Percent,0.09
COLORADO SPRINGS 11,Eligible for Free Lunch,2007,Percent,0.36
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2008,Percent,0.4802
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2007,Percent,0.44
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2008,Percent,0.092
COLORADO SPRINGS 11,Eligible for Free Lunch,2008,Percent,0.3882
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2008,Number,14056
COLORADO SPRINGS 11,Eligible for Free Lunch,2008,Number,11363
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2008,Number,2693
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2013,Number,2685
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2013,Number,16085
COLORADO SPRINGS 11,Eligible for Free Lunch,2013,Number,13400
COLORADO SPRINGS 11,Eligible for Free Lunch,2013,Percent,0.47176
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2013,Percent,0.56629
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2013,Percent,0.09453
COLORADO SPRINGS 11,Eligible for Free Lunch,2009,Percent,0.4102
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2009,Percent,0.5055
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2009,Percent,0.0953
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2009,Number,14985
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2010,Number,15069
COLORADO SPRINGS 11,Eligible for Free Lunch,2010,Number,12522
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2009,Number,2825
COLORADO SPRINGS 11,Eligible for Free Lunch,2009,Number,12160
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2010,Percent,0.512
COLORADO SPRINGS 11,Eligible for Free Lunch,2010,Percent,0.425
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2010,Percent,0.087
COLORADO SPRINGS 11,Eligible for Free Lunch,2011,Percent,0.4425
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2011,Percent,0.5291
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2011,Percent,0.0866
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2010,Number,2547
COLORADO SPRINGS 11,Eligible for Free Lunch,2011,Number,13058
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2011,Number,2554
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2011,Number,15612
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2012,Number,15498
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2012,Number,2484
COLORADO SPRINGS 11,Eligible for Free Lunch,2012,Number,13014
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2012,Percent,0.53454
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2014,Percent,0.59212
COLORADO SPRINGS 11,Eligible for Free Lunch,2012,Percent,0.44887
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2012,Percent,0.08568
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2014,Percent,0.10038
COLORADO SPRINGS 11,Eligible for Free Lunch,2014,Percent,0.49174
COLORADO SPRINGS 11,Eligible for Free Lunch,2014,Number,13932
COLORADO SPRINGS 11,Eligible for Reduced Price Lunch,2014,Number,2844
COLORADO SPRINGS 11,Eligible for Free or Reduced Lunch,2014,Number,16776
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2014,Number,126
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2014,Number,28
COTOPAXI RE-3,Eligible for Free Lunch,2014,Number,98
COTOPAXI RE-3,Eligible for Free Lunch,2014,Percent,0.44344
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2014,Percent,0.1267
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2012,Percent,0.15
COTOPAXI RE-3,Eligible for Free Lunch,2012,Percent,0.43636
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2014,Percent,0.57014
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2012,Percent,0.58636
COTOPAXI RE-3,Eligible for Free Lunch,2012,Number,96
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2012,Number,33
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2012,Number,129
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2011,Number,111
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2011,Number,24
COTOPAXI RE-3,Eligible for Free Lunch,2011,Number,87
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2010,Number,23
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2011,Percent,0.1171
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2011,Percent,0.5415
COTOPAXI RE-3,Eligible for Free Lunch,2011,Percent,0.4244
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2010,Percent,0.104
COTOPAXI RE-3,Eligible for Free Lunch,2010,Percent,0.468
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2010,Percent,0.572
COTOPAXI RE-3,Eligible for Free Lunch,2009,Number,85
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2009,Number,32
COTOPAXI RE-3,Eligible for Free Lunch,2010,Number,104
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2010,Number,127
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2009,Number,117
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2009,Percent,0.1429
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2009,Percent,0.5223
COTOPAXI RE-3,Eligible for Free Lunch,2009,Percent,0.3795
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2013,Percent,0.12796
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2013,Percent,0.56398
COTOPAXI RE-3,Eligible for Free Lunch,2013,Percent,0.43602
COTOPAXI RE-3,Eligible for Free Lunch,2013,Number,92
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2013,Number,119
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2013,Number,27
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2008,Number,24
COTOPAXI RE-3,Eligible for Free Lunch,2008,Number,100
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2008,Number,124
COTOPAXI RE-3,Eligible for Free Lunch,2008,Percent,0.4255
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2008,Percent,0.1021
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2007,Percent,0.47
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2008,Percent,0.5277
COTOPAXI RE-3,Eligible for Free Lunch,2007,Percent,0.37
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2007,Percent,0.1
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2007,Number,26
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2007,Number,127
COTOPAXI RE-3,Eligible for Free Lunch,2007,Number,101
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2006,Number,141
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2006,Number,40
COTOPAXI RE-3,Eligible for Free Lunch,2006,Number,101
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2006,Percent,0.1266
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2006,Percent,0.4462
COTOPAXI RE-3,Eligible for Free Lunch,2006,Percent,0.3196
COTOPAXI RE-3,Eligible for Free Lunch,2005,Percent,0.3302
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2005,Percent,0.1142
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2005,Percent,0.4444
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2005,Number,144
COTOPAXI RE-3,Eligible for Free Lunch,2005,Number,107
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2005,Number,37
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2004,Number,43
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2004,Number,154
COTOPAXI RE-3,Eligible for Free Lunch,2004,Number,111
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2004,Percent,0.1191
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2004,Percent,0.4266
COTOPAXI RE-3,Eligible for Free Lunch,2004,Percent,0.3075
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2003,Percent,0.12
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2003,Percent,0.4
COTOPAXI RE-3,Eligible for Free Lunch,2003,Percent,0.27
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2003,Number,139
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2002,Number,32
COTOPAXI RE-3,Eligible for Free Lunch,2003,Number,96
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2003,Number,43
COTOPAXI RE-3,Eligible for Free Lunch,2002,Number,91
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2002,Number,123
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2002,Percent,0.08556
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2002,Percent,0.32888
COTOPAXI RE-3,Eligible for Free Lunch,2002,Percent,0.24332
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2001,Percent,0.13151
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2001,Percent,0.37534
COTOPAXI RE-3,Eligible for Free Lunch,2001,Percent,0.24384
COTOPAXI RE-3,Eligible for Free Lunch,2001,Number,89
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2001,Number,137
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2001,Number,48
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2000,Number,46
COTOPAXI RE-3,Eligible for Free Lunch,2000,Number,131
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2000,Number,177
COTOPAXI RE-3,Eligible for Free or Reduced Lunch,2000,Percent,0.48
COTOPAXI RE-3,Eligible for Free Lunch,2000,Percent,0.36
COTOPAXI RE-3,Eligible for Reduced Price Lunch,2000,Percent,0.13
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2000,Percent,0.23
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2000,Percent,0.12
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2000,Percent,0.12
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2000,Number,19
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2000,Number,19
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2000,Number,38
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2001,Number,10
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2001,Number,34
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2001,Number,24
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2001,Percent,0.15484
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2001,Percent,0.21935
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2001,Percent,0.06452
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2002,Percent,0.27044
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2002,Percent,0.30818
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2002,Percent,0.03774
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2002,Number,49
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2002,Number,43
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2003,Number,12
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2003,Number,41
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2002,Number,6
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2003,Number,53
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2003,Percent,0.23
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2003,Percent,0.3
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2003,Percent,0.07
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2004,Percent,0.1835
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2004,Percent,0.2152
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2004,Percent,0.0317
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2004,Number,29
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2004,Number,34
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2004,Number,5
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2005,Number,10
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2005,Number,29
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2005,Number,39
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2005,Percent,0.2617
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2005,Percent,0.0671
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2005,Percent,0.1946
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2006,Percent,0.1029
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2006,Percent,0.2206
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2006,Percent,0.1176
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2006,Number,14
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2006,Number,16
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2006,Number,30
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2007,Number,18
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2007,Number,24
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2007,Number,6
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2007,Percent,0.05
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2007,Percent,0.15
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2008,Percent,0.2783
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2007,Percent,0.2
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2008,Percent,0.0783
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2008,Percent,0.2
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2008,Number,32
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2008,Number,23
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2008,Number,9
CREEDE CONSOLIDATED 1,Eligible for Reduced Price Lunch,2013,Number,20
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2013,Number,49
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2013,Number,29
CREEDE CONSOLIDATED 1,Eligible for Free Lunch,2013,Percent,0.3625
CREEDE CONSOLIDATED 1,Eligible for Free or Reduced Lunch,2013,Percent,0.6125
